,ds,y,trajet_trajet_personnel,luminosite_Nuit sans éclairage public ou non allumé,luminosite_Crépuscule ou aube,type_collision_Deux véhicules – par l’arrière,type_collision_Deux véhicules - frontale,nom_dep_Bas_Rhin,nom_dep_Val_d_Oise,nom_dep_Ain,nom_dep_Yonne,region_Provence_Aples_Côte_d_Azur,vitesse_maximale_autorisee_80,heure
219,2019-08-08,10.0,130.0,22.0,16.0,24.0,42.0,4.0,0.0,2.0,0.0,35.0,65.0,16.0
220,2019-08-09,11.0,210.0,54.0,30.0,61.0,43.0,4.0,4.0,4.0,2.0,25.0,75.0,13.0
221,2019-08-10,6.0,131.0,38.0,25.0,48.0,25.0,0.0,8.0,2.0,0.0,40.0,33.0,13.0
222,2019-08-11,9.0,161.0,76.0,52.0,47.0,32.0,15.0,2.0,2.0,2.0,37.0,67.0,15.0
223,2019-08-12,13.0,199.0,105.0,18.0,63.0,27.0,2.0,4.0,1.0,7.0,13.0,52.0,14.0
224,2019-08-13,5.0,159.0,41.0,15.0,44.0,54.0,7.0,0.0,0.0,0.0,55.0,79.0,15.0
225,2019-08-14,12.0,135.0,26.0,10.0,29.0,47.0,12.0,3.0,0.0,0.0,36.0,73.0,15.0
226,2019-08-15,11.0,138.0,24.0,2.0,28.0,38.0,2.0,4.0,3.0,0.0,41.0,53.0,14.0
227,2019-08-16,11.0,161.0,10.0,14.0,47.0,47.0,12.0,0.0,0.0,8.0,63.0,64.0,15.0
228,2019-08-17,7.0,235.0,91.0,18.0,57.0,24.0,2.0,5.0,2.0,5.0,34.0,59.0,15.0
229,2019-08-18,12.0,216.0,48.0,27.0,38.0,55.0,1.0,2.0,5.0,2.0,18.0,63.0,15.0
230,2019-08-19,4.0,116.0,27.0,12.0,53.0,20.0,0.0,0.0,0.0,0.0,37.0,69.0,15.0
231,2019-08-20,10.0,129.0,27.0,14.0,40.0,33.0,0.0,2.0,5.0,0.0,23.0,40.0,15.0
232,2019-08-21,9.0,119.0,24.0,1.0,44.0,26.0,4.0,0.0,5.0,0.0,22.0,46.0,15.0
233,2019-08-22,14.0,164.0,22.0,12.0,42.0,59.0,5.0,10.0,2.0,2.0,23.0,84.0,15.0
234,2019-08-23,14.0,163.0,29.0,16.0,45.0,53.0,1.0,4.0,7.0,2.0,25.0,84.0,15.0
235,2019-08-24,12.0,228.0,56.0,13.0,29.0,39.0,9.0,2.0,1.0,0.0,51.0,92.0,14.0
236,2019-08-25,8.0,258.0,66.0,24.0,54.0,28.0,1.0,4.0,2.0,0.0,44.0,83.0,14.0
237,2019-08-26,7.0,119.0,36.0,12.0,42.0,27.0,3.0,8.0,0.0,3.0,27.0,49.0,14.0
238,2019-08-27,11.0,132.0,20.0,20.0,22.0,47.0,0.0,6.0,2.0,0.0,35.0,41.0,14.0
239,2019-08-28,6.0,138.0,26.0,14.0,54.0,27.0,8.0,5.0,0.0,0.0,31.0,61.0,15.0
240,2019-08-29,6.0,180.0,23.0,14.0,56.0,39.0,0.0,3.0,3.0,2.0,59.0,63.0,15.0
241,2019-08-30,11.0,166.0,35.0,17.0,57.0,51.0,6.0,5.0,5.0,0.0,27.0,82.0,15.0
242,2019-08-31,11.0,311.0,34.0,19.0,51.0,76.0,19.0,10.0,0.0,3.0,58.0,117.0,14.0
243,2019-09-01,9.0,110.0,51.0,29.0,42.0,31.0,2.0,4.0,6.0,0.0,40.0,40.0,14.0
244,2019-09-02,5.0,198.0,71.0,13.0,50.0,36.0,2.0,1.0,8.0,2.0,40.0,61.0,13.0
245,2019-09-03,9.0,176.0,56.0,14.0,39.0,18.0,1.0,4.0,0.0,7.0,20.0,65.0,14.0
246,2019-09-04,9.0,78.0,7.0,14.0,37.0,22.0,0.0,2.0,0.0,1.0,29.0,38.0,14.0
247,2019-09-05,7.0,103.0,13.0,13.0,40.0,21.0,0.0,5.0,0.0,0.0,34.0,39.0,14.0
248,2019-09-06,9.0,247.0,63.0,19.0,45.0,55.0,1.0,8.0,2.0,2.0,34.0,97.0,16.0
249,2019-09-07,12.0,159.0,22.0,22.0,71.0,53.0,7.0,6.0,5.0,0.0,55.0,50.0,14.0
250,2019-09-08,15.0,199.0,35.0,15.0,60.0,53.0,4.0,1.0,15.0,4.0,43.0,129.0,15.0
251,2019-09-09,3.0,128.0,26.0,14.0,71.0,28.0,7.0,2.0,0.0,3.0,37.0,26.0,13.0
252,2019-09-10,7.0,105.0,39.0,44.0,55.0,39.0,2.0,13.0,8.0,2.0,35.0,36.0,13.0
253,2019-09-11,14.0,228.0,84.0,43.0,47.0,35.0,6.0,5.0,9.0,2.0,16.0,61.0,14.0
254,2019-09-12,7.0,125.0,77.0,46.0,62.0,32.0,4.0,4.0,0.0,3.0,17.0,53.0,12.5
255,2019-09-13,17.0,182.0,25.0,25.0,69.0,69.0,12.0,9.0,0.0,2.0,54.0,98.0,15.0
256,2019-09-14,19.0,265.0,63.0,29.0,61.0,49.0,2.0,5.0,6.0,5.0,35.0,89.0,15.0
257,2019-09-15,16.0,268.0,42.0,24.0,53.0,50.0,6.0,8.0,2.0,0.0,60.0,95.0,15.0
258,2019-09-16,17.0,129.0,21.0,19.0,61.0,38.0,4.0,2.0,3.0,4.0,37.0,41.0,12.0
259,2019-09-17,5.0,123.0,26.0,26.0,51.0,32.0,9.0,7.0,0.0,0.0,54.0,46.0,16.0
260,2019-09-18,9.0,123.0,34.0,44.0,50.0,48.0,6.0,2.0,3.0,3.0,21.0,47.0,16.0
261,2019-09-19,15.0,156.0,19.0,32.0,57.0,43.0,10.0,4.0,2.0,4.0,32.0,42.0,15.0
262,2019-09-20,23.0,206.0,45.0,32.0,70.0,58.0,4.0,11.0,2.0,2.0,39.0,70.0,15.0
263,2019-09-21,10.0,201.0,62.0,23.0,54.0,75.0,6.0,4.0,2.0,1.0,16.0,73.0,14.0
264,2019-09-22,8.0,198.0,46.0,24.0,31.0,51.0,6.0,19.0,4.0,0.0,16.0,44.0,15.0
265,2019-09-23,5.0,121.0,26.0,31.0,29.0,22.0,2.0,6.0,2.0,2.0,28.0,24.0,14.0
266,2019-09-24,5.0,98.0,18.0,22.0,46.0,30.0,10.0,4.0,3.0,0.0,18.0,36.0,13.0
267,2019-09-25,9.0,150.0,42.0,39.0,64.0,49.0,10.0,5.0,1.0,0.0,40.0,58.0,13.0
268,2019-09-26,10.0,90.0,24.0,17.0,48.0,38.0,0.0,5.0,0.0,2.0,50.0,54.0,13.0
269,2019-09-27,12.0,151.0,45.0,25.0,52.0,35.0,9.0,2.0,0.0,2.0,40.0,52.0,14.5
270,2019-09-28,14.0,242.0,63.0,18.0,56.0,43.0,5.0,9.0,8.0,3.0,36.0,91.0,16.0
271,2019-09-29,10.0,208.0,48.0,24.0,17.0,54.0,8.0,11.0,2.0,0.0,47.0,58.0,15.0
272,2019-09-30,4.0,115.0,22.0,40.0,72.0,35.0,5.0,6.0,2.0,1.0,64.0,49.0,15.0
273,2019-10-01,4.0,120.0,40.0,35.0,35.0,39.0,0.0,6.0,0.0,0.0,39.0,32.0,13.0
274,2019-10-02,12.0,171.0,61.0,10.0,40.0,20.0,1.0,5.0,5.0,5.0,11.0,41.0,12.0
275,2019-10-03,14.0,174.0,75.0,24.0,32.0,21.0,4.0,6.0,2.0,1.0,18.0,36.0,12.0
276,2019-10-04,5.0,130.0,26.0,15.0,53.0,29.0,6.0,3.0,3.0,7.0,24.0,48.0,14.0
277,2019-10-05,10.0,129.0,14.0,16.0,31.0,38.0,4.0,4.0,12.0,0.0,24.0,35.0,15.0
278,2019-10-06,12.0,145.0,19.0,16.0,37.0,25.0,0.0,4.0,2.0,0.0,32.0,48.0,16.0
279,2019-10-07,14.0,176.0,29.0,15.0,70.0,47.0,10.0,2.0,2.0,1.0,36.0,65.0,14.0
280,2019-10-08,5.0,229.0,40.0,32.0,40.0,28.0,2.0,3.0,2.0,0.0,35.0,84.0,15.0
281,2019-10-09,8.0,113.0,17.0,13.0,64.0,38.0,2.0,1.0,0.0,0.0,46.0,30.0,14.0
282,2019-10-10,19.0,159.0,35.0,32.0,43.0,48.0,1.0,5.0,0.0,0.0,36.0,55.0,13.5
283,2019-10-11,9.0,172.0,92.0,16.0,40.0,34.0,3.0,11.0,2.0,2.0,18.0,70.0,13.0
284,2019-10-12,7.0,142.0,67.0,62.0,62.0,28.0,4.0,8.0,8.0,0.0,26.0,75.0,14.0
285,2019-10-13,10.0,204.0,60.0,26.0,84.0,43.0,8.0,5.0,6.0,2.0,34.0,87.0,14.0
286,2019-10-14,7.0,105.0,38.0,18.0,42.0,37.0,6.0,4.0,6.0,5.0,35.0,64.0,14.0
287,2019-10-15,7.0,143.0,56.0,47.0,62.0,28.0,18.0,2.0,5.0,3.0,26.0,49.0,16.0
288,2019-10-16,6.0,131.0,21.0,47.0,60.0,43.0,14.0,8.0,3.0,0.0,15.0,38.0,15.0
289,2019-10-17,9.0,134.0,48.0,34.0,51.0,33.0,4.0,6.0,3.0,0.0,16.0,44.0,15.0
290,2019-10-18,11.0,156.0,50.0,36.0,57.0,59.0,5.0,4.0,2.0,0.0,48.0,61.0,14.0
291,2019-10-19,12.0,205.0,45.0,8.0,43.0,42.0,0.0,18.0,0.0,0.0,20.0,44.0,15.0
292,2019-10-20,13.0,270.0,100.0,11.0,65.0,35.0,4.0,13.0,5.0,0.0,38.0,66.0,13.0
293,2019-10-21,11.0,105.0,51.0,34.0,34.0,27.0,8.0,7.0,1.0,0.0,18.0,44.0,15.0
294,2019-10-22,7.0,106.0,50.0,25.0,64.0,32.0,6.0,10.0,0.0,0.0,24.0,49.0,13.0
295,2019-10-23,10.0,74.0,45.0,30.0,36.0,57.0,3.0,0.0,1.0,6.0,15.0,42.0,14.0
296,2019-10-24,7.0,143.0,43.0,48.0,58.0,44.0,4.0,9.0,6.0,0.0,27.0,38.0,16.0
297,2019-10-25,14.0,184.0,47.0,38.0,58.0,35.0,0.0,0.0,3.0,0.0,27.0,83.0,15.0
298,2019-10-26,13.0,249.0,76.0,21.0,62.0,46.0,13.0,3.0,3.0,2.0,26.0,94.0,15.0
299,2019-10-27,12.0,211.0,86.0,5.0,53.0,42.0,9.0,8.0,5.0,0.0,30.0,54.0,13.0
300,2019-10-28,5.0,133.0,27.0,36.0,35.0,25.0,5.0,1.0,5.0,2.0,21.0,66.0,15.0
301,2019-10-29,6.0,110.0,38.0,16.0,65.0,27.0,5.0,3.0,5.0,0.0,28.0,51.0,15.0
302,2019-10-30,4.0,116.0,48.0,17.0,54.0,32.0,0.0,6.0,0.0,0.0,25.0,45.0,16.0
303,2019-10-31,7.0,153.0,66.0,39.0,55.0,37.0,2.0,7.0,0.0,2.0,26.0,56.0,16.0
304,2019-11-01,5.0,155.0,89.0,26.0,48.0,19.0,9.0,11.0,0.0,2.0,34.0,54.0,14.0
305,2019-11-02,6.0,87.0,26.0,25.0,35.0,23.0,1.0,0.0,0.0,0.0,23.0,39.0,15.0
306,2019-11-03,4.0,110.0,26.0,10.0,58.0,23.0,0.0,8.0,0.0,0.0,18.0,32.0,15.0
307,2019-11-04,9.0,130.0,34.0,24.0,47.0,21.0,6.0,3.0,2.0,0.0,36.0,41.0,15.0
308,2019-11-05,13.0,200.0,24.0,23.0,40.0,56.0,13.0,2.0,3.0,1.0,38.0,57.0,14.0
309,2019-11-06,6.0,103.0,3.0,12.0,50.0,40.0,2.0,7.0,0.0,0.0,36.0,25.0,16.0
310,2019-11-07,9.0,152.0,14.0,23.0,55.0,39.0,0.0,12.0,0.0,0.0,35.0,52.0,13.0
311,2019-11-08,14.0,190.0,30.0,21.0,27.0,45.0,7.0,0.0,0.0,0.0,55.0,57.0,14.5
312,2019-11-09,12.0,130.0,31.0,25.0,61.0,52.0,0.0,5.0,2.0,5.0,51.0,68.0,15.0
313,2019-11-10,7.0,207.0,49.0,44.0,65.0,66.0,22.0,7.0,8.0,0.0,44.0,64.0,14.0
314,2019-11-11,5.0,120.0,47.0,23.0,21.0,30.0,4.0,5.0,4.0,0.0,10.0,30.0,16.0
315,2019-11-12,9.0,121.0,85.0,27.0,60.0,19.0,2.0,12.0,10.0,0.0,39.0,38.0,15.0
316,2019-11-13,3.0,101.0,47.0,22.0,48.0,47.0,11.0,0.0,6.0,0.0,29.0,36.0,14.0
317,2019-11-14,10.0,100.0,54.0,21.0,49.0,30.0,4.0,9.0,0.0,1.0,18.0,36.0,15.0
318,2019-11-15,14.0,187.0,82.0,47.0,61.0,56.0,2.0,5.0,2.0,0.0,49.0,39.0,15.0
319,2019-11-16,15.0,163.0,91.0,8.0,46.0,39.0,3.0,0.0,0.0,0.0,25.0,52.0,14.0
320,2019-11-17,6.0,120.0,48.0,7.0,26.0,28.0,1.0,5.0,4.0,0.0,30.0,39.0,13.0
321,2019-11-18,9.0,117.0,54.0,33.0,42.0,34.0,5.0,7.0,3.0,2.0,25.0,27.0,16.0
322,2019-11-19,7.0,133.0,48.0,32.0,49.0,42.0,4.0,0.0,0.0,1.0,36.0,33.0,15.0
323,2019-11-20,4.0,89.0,22.0,47.0,27.0,13.0,3.0,1.0,2.0,0.0,15.0,24.0,14.0
324,2019-11-21,9.0,143.0,56.0,51.0,48.0,33.0,0.0,2.0,6.0,0.0,21.0,53.0,15.0
325,2019-11-22,18.0,195.0,79.0,39.0,60.0,50.0,13.0,5.0,5.0,1.0,38.0,89.0,16.0
326,2019-11-23,16.0,169.0,81.0,15.0,50.0,36.0,1.0,2.0,4.0,0.0,25.0,78.0,14.0
327,2019-11-24,14.0,172.0,103.0,34.0,39.0,36.0,0.0,3.0,2.0,3.0,16.0,66.0,14.0
328,2019-11-25,11.0,156.0,59.0,36.0,52.0,50.0,8.0,5.0,4.0,3.0,33.0,54.0,14.0
329,2019-11-26,7.0,72.0,59.0,22.0,36.0,50.0,2.0,8.0,0.0,2.0,29.0,45.0,13.0
330,2019-11-27,10.0,146.0,52.0,32.0,62.0,28.0,7.0,6.0,2.0,2.0,30.0,31.0,13.0
331,2019-11-28,4.0,103.0,66.0,25.0,32.0,32.0,2.0,2.0,0.0,0.0,28.0,35.0,15.0
332,2019-11-29,13.0,173.0,87.0,45.0,59.0,33.0,6.0,5.0,5.0,5.0,53.0,59.0,15.0
333,2019-11-30,9.0,176.0,68.0,19.0,25.0,48.0,2.0,5.0,4.0,3.0,38.0,31.0,13.0
334,2019-12-01,11.0,185.0,89.0,12.0,33.0,31.0,1.0,11.0,8.0,2.0,35.0,62.0,16.0
335,2019-12-02,6.0,125.0,24.0,27.0,57.0,42.0,9.0,7.0,5.0,4.0,35.0,37.0,14.5
336,2019-12-03,7.0,97.0,33.0,25.0,21.0,33.0,4.0,0.0,2.0,0.0,29.0,28.0,16.0
337,2019-12-04,10.0,165.0,36.0,21.0,54.0,34.0,2.0,5.0,2.0,5.0,33.0,61.0,13.0
338,2019-12-05,9.0,229.0,45.0,11.0,39.0,27.0,4.0,5.0,2.0,0.0,37.0,76.0,15.0
339,2019-12-06,11.0,145.0,16.0,22.0,74.0,34.0,0.0,2.0,0.0,0.0,62.0,33.0,15.0
340,2019-12-07,18.0,222.0,22.0,19.0,76.0,49.0,11.0,7.0,5.0,2.0,61.0,93.0,15.0
341,2019-12-08,7.0,120.0,21.0,2.0,49.0,31.0,10.0,0.0,2.0,0.0,25.0,39.0,14.0
342,2019-12-09,8.0,160.0,26.0,21.0,57.0,27.0,9.0,6.0,0.0,0.0,51.0,47.0,14.0
343,2019-12-10,11.0,199.0,54.0,8.0,61.0,30.0,4.0,10.0,4.0,2.0,42.0,47.0,14.0
344,2019-12-11,9.0,118.0,56.0,27.0,58.0,31.0,6.0,3.0,5.0,0.0,27.0,56.0,14.0
345,2019-12-12,11.0,142.0,95.0,37.0,40.0,51.0,0.0,3.0,3.0,0.0,47.0,47.0,14.0
346,2019-12-13,11.0,153.0,86.0,50.0,45.0,27.0,10.0,7.0,1.0,6.0,29.0,55.0,14.0
347,2019-12-14,9.0,209.0,102.0,9.0,53.0,16.0,4.0,9.0,7.0,4.0,51.0,41.0,15.0
348,2019-12-15,10.0,215.0,100.0,15.0,34.0,34.0,5.0,2.0,3.0,4.0,40.0,50.0,14.0
349,2019-12-16,9.0,135.0,49.0,53.0,43.0,23.0,10.0,4.0,0.0,0.0,19.0,35.0,13.0
350,2019-12-17,9.0,113.0,71.0,39.0,35.0,33.0,2.0,6.0,7.0,2.0,23.0,59.0,15.0
351,2019-12-18,11.0,121.0,63.0,33.0,52.0,27.0,5.0,5.0,0.0,0.0,40.0,37.0,15.0
352,2019-12-19,10.0,123.0,63.0,22.0,57.0,47.0,2.0,8.0,1.0,2.0,31.0,40.0,15.0
353,2019-12-20,15.0,221.0,109.0,59.0,62.0,78.0,11.0,11.0,0.0,0.0,44.0,72.0,14.0
354,2019-12-21,10.0,189.0,69.0,10.0,54.0,36.0,0.0,9.0,2.0,0.0,33.0,53.0,13.0
355,2019-12-22,11.0,149.0,70.0,10.0,12.0,47.0,5.0,4.0,5.0,2.0,21.0,38.0,15.0
356,2019-12-23,10.0,196.0,84.0,20.0,67.0,39.0,10.0,11.0,2.0,1.0,39.0,64.0,15.0
357,2019-12-24,4.0,176.0,70.0,14.0,32.0,53.0,0.0,5.0,7.0,0.0,48.0,55.0,15.0
358,2019-12-25,8.0,130.0,45.0,16.0,33.0,20.0,0.0,1.0,0.0,2.0,25.0,44.0,16.0
359,2019-12-26,13.0,130.0,57.0,7.0,32.0,45.0,0.0,10.0,3.0,0.0,24.0,60.0,15.0
360,2019-12-27,6.0,125.0,65.0,10.0,40.0,19.0,0.0,11.0,0.0,0.0,14.0,41.0,16.0
361,2019-12-28,16.0,193.0,39.0,25.0,64.0,22.0,0.0,7.0,1.0,3.0,55.0,27.0,14.0
362,2019-12-29,3.0,164.0,64.0,13.0,12.0,32.0,0.0,1.0,0.0,0.0,27.0,51.0,14.0
363,2019-12-30,6.0,111.0,32.0,28.0,37.0,16.0,0.0,1.0,4.0,0.0,28.0,46.0,14.0
364,2019-12-31,7.0,132.0,37.0,22.0,42.0,33.0,4.0,2.0,0.0,0.0,21.0,36.0,14.0
365,2020-01-01,14.0,231.0,108.0,21.0,33.0,35.0,1.0,0.0,3.0,2.0,25.0,59.0,6.0
366,2020-01-02,12.0,155.0,62.0,7.0,63.0,33.0,9.0,1.0,6.0,0.0,13.0,53.0,14.0
367,2020-01-03,18.0,233.0,78.0,21.0,50.0,53.0,0.0,6.0,1.0,0.0,23.0,85.0,14.0
368,2020-01-04,0.0,15.0,8.0,2.0,11.0,2.0,1.0,0.0,0.0,0.0,4.0,11.0,18.0
369,2020-01-05,3.0,26.0,14.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,13.0,4.0,16.0
370,2020-01-06,10.0,155.0,12.0,11.0,32.0,44.0,2.0,0.0,4.0,0.0,34.0,51.0,15.0
371,2020-01-07,11.0,125.0,28.0,7.0,78.0,36.0,11.0,2.0,2.0,0.0,50.0,62.0,15.0
372,2020-01-08,9.0,238.0,52.0,34.0,68.0,88.0,4.0,1.0,4.0,0.0,56.0,78.0,15.0
373,2020-01-09,10.0,102.0,19.0,7.0,55.0,36.0,3.0,3.0,2.0,0.0,33.0,47.0,14.0
374,2020-01-10,8.0,134.0,47.0,23.0,53.0,53.0,4.0,5.0,2.0,0.0,16.0,57.0,14.0
375,2020-01-11,5.0,61.0,20.0,16.0,24.0,15.0,0.0,0.0,0.0,3.0,14.0,19.0,17.0
376,2020-01-12,11.0,93.0,54.0,30.0,42.0,29.0,3.0,5.0,2.0,0.0,36.0,52.0,14.0
377,2020-01-13,10.0,113.0,44.0,56.0,62.0,29.0,0.0,8.0,1.0,0.0,34.0,42.0,13.0
378,2020-01-14,11.0,97.0,54.0,33.0,51.0,24.0,0.0,2.0,2.0,0.0,22.0,36.0,13.5
379,2020-01-15,9.0,115.0,30.0,24.0,37.0,28.0,17.0,0.0,5.0,0.0,31.0,44.0,14.0
380,2020-01-16,8.0,150.0,60.0,42.0,64.0,37.0,4.0,5.0,2.0,2.0,29.0,61.0,14.0
381,2020-01-17,8.0,140.0,89.0,41.0,67.0,46.0,4.0,11.0,10.0,0.0,67.0,57.0,15.0
382,2020-01-18,10.0,188.0,61.0,19.0,72.0,42.0,0.0,2.0,1.0,0.0,35.0,47.0,15.0
383,2020-01-19,9.0,136.0,59.0,26.0,25.0,27.0,1.0,0.0,0.0,0.0,18.0,51.0,13.0
384,2020-01-20,15.0,105.0,53.0,66.0,46.0,49.0,5.0,2.0,0.0,9.0,21.0,40.0,12.0
385,2020-01-21,10.0,120.0,46.0,30.0,49.0,51.0,2.0,2.0,4.0,0.0,24.0,44.0,13.0
386,2020-01-22,9.0,106.0,36.0,34.0,48.0,20.0,9.0,4.0,3.0,2.0,33.0,55.0,12.0
387,2020-01-23,3.0,100.0,25.0,30.0,48.0,34.0,3.0,0.0,0.0,5.0,31.0,37.0,13.0
388,2020-01-24,5.0,156.0,70.0,38.0,50.0,61.0,5.0,7.0,3.0,3.0,29.0,52.0,15.0
389,2020-01-25,5.0,158.0,67.0,19.0,60.0,25.0,6.0,3.0,3.0,0.0,26.0,48.0,14.0
390,2020-01-26,9.0,184.0,74.0,32.0,49.0,35.0,3.0,8.0,0.0,0.0,31.0,39.0,11.5
391,2020-01-27,7.0,103.0,43.0,44.0,55.0,44.0,5.0,13.0,1.0,1.0,26.0,57.0,14.0
392,2020-01-28,11.0,109.0,44.0,27.0,48.0,35.0,6.0,11.0,6.0,0.0,30.0,44.0,14.0
393,2020-01-29,10.0,106.0,39.0,38.0,42.0,40.0,4.0,13.0,0.0,0.0,34.0,35.0,13.0
394,2020-01-30,8.0,133.0,46.0,46.0,55.0,25.0,6.0,3.0,1.0,0.0,32.0,49.0,16.0
395,2020-01-31,9.0,146.0,42.0,35.0,67.0,52.0,5.0,9.0,6.0,2.0,34.0,46.0,16.0
396,2020-02-01,3.0,91.0,34.0,33.0,33.0,21.0,4.0,3.0,9.0,0.0,22.0,29.0,14.0
397,2020-02-02,7.0,242.0,75.0,29.0,36.0,34.0,0.0,15.0,10.0,0.0,28.0,53.0,15.0
398,2020-02-03,5.0,97.0,29.0,16.0,35.0,22.0,0.0,14.0,2.0,0.0,34.0,33.0,14.0
399,2020-02-04,2.0,14.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,10.0,11.0
400,2020-02-05,2.0,27.0,3.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0,5.0,7.0,16.0
401,2020-02-06,7.0,116.0,5.0,15.0,43.0,31.0,8.0,4.0,0.0,0.0,31.0,29.0,14.0
402,2020-02-07,5.0,153.0,17.0,11.0,59.0,37.0,5.0,9.0,8.0,0.0,35.0,41.0,15.0
403,2020-02-08,14.0,238.0,58.0,14.0,36.0,42.0,1.0,3.0,6.0,0.0,32.0,65.0,14.0
404,2020-02-09,3.0,151.0,14.0,17.0,40.0,27.0,0.0,12.0,2.0,0.0,28.0,28.0,15.0
405,2020-02-10,8.0,155.0,55.0,46.0,59.0,55.0,14.0,5.0,2.0,0.0,23.0,60.0,14.0
406,2020-02-11,4.0,42.0,14.0,15.0,20.0,16.0,4.0,4.0,0.0,4.0,5.0,11.0,15.0
407,2020-02-12,10.0,100.0,52.0,24.0,41.0,31.0,1.0,5.0,0.0,3.0,39.0,44.0,15.0
408,2020-02-13,7.0,111.0,44.0,45.0,54.0,33.0,6.0,4.0,6.0,2.0,32.0,32.0,15.0
409,2020-02-14,14.0,175.0,52.0,26.0,57.0,36.0,4.0,5.0,0.0,1.0,40.0,52.0,15.0
410,2020-02-15,19.0,187.0,58.0,32.0,32.0,27.0,4.0,4.0,1.0,9.0,30.0,55.0,14.0
411,2020-02-16,11.0,157.0,58.0,9.0,31.0,33.0,0.0,6.0,7.0,2.0,26.0,40.0,14.0
412,2020-02-17,11.0,89.0,36.0,25.0,49.0,42.0,2.0,0.0,0.0,0.0,55.0,42.0,14.0
413,2020-02-18,6.0,105.0,37.0,23.0,35.0,53.0,2.0,2.0,7.0,0.0,43.0,48.0,15.0
414,2020-02-19,6.0,112.0,30.0,22.0,40.0,27.0,2.0,0.0,4.0,0.0,32.0,36.0,13.0
415,2020-02-20,8.0,127.0,39.0,35.0,39.0,22.0,4.0,0.0,2.0,1.0,35.0,41.0,15.0
416,2020-02-21,9.0,154.0,62.0,26.0,61.0,61.0,2.0,1.0,2.0,0.0,50.0,46.0,16.0
417,2020-02-22,7.0,184.0,48.0,12.0,68.0,34.0,7.0,0.0,4.0,0.0,30.0,60.0,13.0
418,2020-02-23,9.0,144.0,42.0,23.0,42.0,18.0,0.0,0.0,1.0,0.0,29.0,45.0,15.0
419,2020-02-24,5.0,126.0,22.0,24.0,59.0,15.0,2.0,4.0,4.0,1.0,16.0,41.0,16.0
420,2020-02-25,8.0,95.0,27.0,11.0,54.0,25.0,3.0,11.0,0.0,0.0,10.0,36.0,13.0
421,2020-02-26,2.0,94.0,31.0,25.0,36.0,24.0,7.0,11.0,3.0,0.0,10.0,38.0,14.0
422,2020-02-27,6.0,100.0,30.0,36.0,36.0,31.0,4.0,1.0,1.0,0.0,30.0,27.0,14.0
423,2020-02-28,6.0,141.0,37.0,22.0,53.0,35.0,6.0,10.0,3.0,1.0,29.0,45.0,14.0
424,2020-02-29,8.0,164.0,43.0,3.0,47.0,16.0,0.0,9.0,3.0,2.0,6.0,39.0,14.0
425,2020-03-01,11.0,137.0,66.0,5.0,37.0,44.0,7.0,5.0,4.0,11.0,17.0,44.0,15.0
426,2020-03-02,16.0,110.0,41.0,32.0,46.0,40.0,0.0,4.0,3.0,2.0,26.0,42.0,15.0
427,2020-03-03,4.0,101.0,19.0,29.0,40.0,20.0,1.0,13.0,6.0,0.0,20.0,34.0,15.0
428,2020-03-04,3.0,19.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,0.0,6.0,12.0,15.0
429,2020-03-05,5.0,26.0,7.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,9.0,17.0,18.0
430,2020-03-06,9.0,118.0,13.0,17.0,45.0,31.0,6.0,0.0,2.0,0.0,27.0,37.0,13.0
431,2020-03-07,11.0,192.0,18.0,14.0,60.0,56.0,2.0,7.0,5.0,0.0,36.0,64.0,15.0
432,2020-03-08,2.0,163.0,17.0,6.0,30.0,39.0,2.0,4.0,0.0,0.0,28.0,42.0,15.0
433,2020-03-09,15.0,153.0,11.0,27.0,60.0,43.0,7.0,7.0,2.0,5.0,38.0,69.0,14.0
434,2020-03-10,7.0,182.0,50.0,13.0,51.0,35.0,1.0,8.0,0.0,5.0,44.0,36.0,14.0
435,2020-03-11,4.0,52.0,26.0,29.0,24.0,17.0,0.0,2.0,2.0,3.0,14.0,20.0,14.0
436,2020-03-12,5.0,97.0,48.0,25.0,36.0,30.0,1.0,6.0,5.0,2.0,19.0,32.0,16.0
437,2020-03-13,13.0,146.0,36.0,7.0,46.0,18.0,2.0,1.0,9.0,0.0,15.0,49.0,16.0
438,2020-03-14,13.0,143.0,64.0,7.0,26.0,22.0,3.0,1.0,3.0,0.0,19.0,33.0,12.0
439,2020-03-15,7.0,133.0,19.0,11.0,17.0,34.0,5.0,8.0,4.0,0.0,29.0,50.0,15.0
440,2020-03-16,4.0,59.0,24.0,5.0,18.0,14.0,6.0,0.0,0.0,3.0,10.0,31.0,14.0
441,2020-03-17,4.0,31.0,4.0,7.0,6.0,7.0,0.0,0.0,1.0,0.0,2.0,18.0,11.0
442,2020-03-18,5.0,15.0,5.0,10.0,8.0,5.0,1.0,0.0,1.0,0.0,1.0,10.0,15.0
443,2020-03-19,0.0,16.0,10.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,3.0,7.0,15.0
444,2020-03-20,1.0,19.0,5.0,10.0,6.0,2.0,4.0,2.0,0.0,3.0,0.0,6.0,14.0
