,ds,y,trajet_trajet_personnel,luminosite_Nuit sans éclairage public ou non allumé,luminosite_Crépuscule ou aube,type_collision_Deux véhicules – par l’arrière,type_collision_Deux véhicules - frontale,nom_dep_Bas_Rhin,nom_dep_Val_d_Oise,nom_dep_Ain,nom_dep_Yonne,region_Provence_Aples_Côte_d_Azur,vitesse_maximale_autorisee_80,heure
671,2020-11-02,5.0,93.0,33.0,30.0,53.0,32.0,9.0,8.0,8.0,0.0,30.0,39.0,13.0
672,2020-11-03,2.0,86.0,19.0,21.0,48.0,28.0,1.0,1.0,0.0,6.0,40.0,50.0,14.0
673,2020-11-04,5.0,25.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,12.0,15.0
674,2020-11-05,4.0,69.0,11.0,15.0,12.0,12.0,5.0,5.0,1.0,0.0,8.0,32.0,14.5
675,2020-11-06,8.0,93.0,18.0,23.0,37.0,34.0,5.0,9.0,0.0,2.0,37.0,30.0,15.0
676,2020-11-07,8.0,259.0,51.0,6.0,79.0,47.0,14.0,3.0,0.0,4.0,30.0,88.0,14.0
677,2020-11-08,9.0,145.0,18.0,4.0,33.0,43.0,1.0,2.0,4.0,0.0,29.0,67.0,15.0
678,2020-11-09,11.0,224.0,35.0,20.0,52.0,56.0,2.0,5.0,14.0,2.0,60.0,89.0,15.0
679,2020-11-10,8.0,181.0,56.0,15.0,57.0,37.0,0.0,2.0,1.0,0.0,43.0,55.0,14.0
680,2020-11-11,9.0,41.0,28.0,9.0,20.0,7.0,0.0,5.0,0.0,0.0,19.0,19.0,16.0
681,2020-11-12,11.0,122.0,61.0,45.0,60.0,48.0,10.0,2.0,6.0,0.0,27.0,48.0,15.0
682,2020-11-13,10.0,85.0,46.0,11.0,32.0,21.0,10.0,3.0,0.0,3.0,15.0,32.0,13.0
683,2020-11-14,7.0,82.0,23.0,13.0,24.0,17.0,6.0,6.0,0.0,0.0,16.0,40.0,16.0
684,2020-11-15,3.0,67.0,15.0,11.0,12.0,13.0,3.0,11.0,0.0,0.0,9.0,14.0,15.5
685,2020-11-16,3.0,70.0,27.0,21.0,26.0,25.0,0.0,2.0,5.0,0.0,19.0,32.0,12.0
686,2020-11-17,4.0,62.0,25.0,38.0,36.0,27.0,0.0,0.0,6.0,0.0,21.0,20.0,15.0
687,2020-11-18,6.0,86.0,31.0,22.0,21.0,25.0,3.0,2.0,5.0,4.0,33.0,35.0,13.0
688,2020-11-19,8.0,82.0,31.0,16.0,41.0,40.0,6.0,2.0,0.0,2.0,22.0,31.0,14.0
689,2020-11-20,5.0,100.0,34.0,33.0,40.0,32.0,0.0,6.0,1.0,0.0,33.0,27.0,16.0
690,2020-11-21,5.0,89.0,17.0,18.0,25.0,26.0,2.0,0.0,0.0,0.0,23.0,21.0,16.0
691,2020-11-22,8.0,72.0,24.0,10.0,16.0,24.0,0.0,3.0,0.0,1.0,5.0,26.0,15.0
692,2020-11-23,9.0,50.0,31.0,27.0,20.0,21.0,0.0,0.0,2.0,0.0,30.0,26.0,13.0
693,2020-11-24,14.0,74.0,45.0,21.0,26.0,34.0,2.0,0.0,0.0,0.0,21.0,46.0,14.0
694,2020-11-25,10.0,64.0,26.0,28.0,42.0,31.0,0.0,1.0,1.0,0.0,52.0,34.0,14.0
695,2020-11-26,7.0,66.0,19.0,47.0,52.0,17.0,6.0,5.0,0.0,0.0,14.0,36.0,13.5
696,2020-11-27,8.0,86.0,44.0,27.0,27.0,43.0,1.0,2.0,2.0,0.0,28.0,36.0,14.0
697,2020-11-28,10.0,168.0,47.0,17.0,41.0,18.0,3.0,2.0,10.0,2.0,22.0,41.0,14.0
698,2020-11-29,7.0,83.0,20.0,9.0,28.0,24.0,0.0,2.0,0.0,0.0,12.0,16.0,15.0
699,2020-11-30,3.0,93.0,40.0,49.0,49.0,34.0,5.0,0.0,2.0,4.0,37.0,31.0,12.0
700,2020-12-01,10.0,145.0,67.0,8.0,42.0,37.0,0.0,5.0,2.0,0.0,31.0,44.0,15.0
701,2020-12-02,5.0,132.0,30.0,27.0,66.0,33.0,0.0,4.0,2.0,4.0,40.0,49.0,14.0
702,2020-12-03,6.0,88.0,20.0,12.0,38.0,22.0,2.0,4.0,7.0,0.0,32.0,43.0,14.0
703,2020-12-04,2.0,26.0,13.0,7.0,7.0,7.0,0.0,1.0,2.0,0.0,5.0,9.0,16.0
704,2020-12-05,6.0,86.0,10.0,10.0,33.0,23.0,7.0,2.0,0.0,0.0,9.0,37.0,15.0
705,2020-12-06,10.0,127.0,8.0,7.0,56.0,29.0,9.0,10.0,4.0,0.0,21.0,39.0,14.0
706,2020-12-07,10.0,229.0,23.0,10.0,36.0,40.0,5.0,1.0,2.0,1.0,53.0,74.0,14.0
707,2020-12-08,7.0,149.0,14.0,19.0,43.0,62.0,11.0,2.0,3.0,0.0,43.0,53.0,15.0
708,2020-12-09,14.0,233.0,43.0,22.0,74.0,58.0,2.0,2.0,1.0,0.0,49.0,73.0,14.0
709,2020-12-10,4.0,91.0,26.0,30.0,38.0,23.0,8.0,5.0,0.0,0.0,37.0,18.0,13.0
710,2020-12-11,7.0,92.0,14.0,27.0,35.0,23.0,0.0,13.0,0.0,0.0,16.0,33.0,12.0
711,2020-12-12,8.0,142.0,56.0,7.0,55.0,28.0,0.0,15.0,0.0,0.0,19.0,37.0,14.0
712,2020-12-13,6.0,79.0,46.0,15.0,25.0,13.0,0.0,7.0,0.0,3.0,12.0,27.0,16.0
713,2020-12-14,14.0,88.0,51.0,48.0,31.0,21.0,2.0,9.0,4.0,0.0,31.0,24.0,14.0
714,2020-12-15,10.0,102.0,56.0,24.0,57.0,22.0,4.0,10.0,7.0,0.0,28.0,27.0,15.0
715,2020-12-16,12.0,83.0,64.0,16.0,53.0,29.0,5.0,7.0,5.0,0.0,22.0,37.0,14.0
716,2020-12-17,10.0,142.0,59.0,24.0,54.0,50.0,7.0,1.0,5.0,0.0,31.0,59.0,14.0
717,2020-12-18,6.0,164.0,90.0,47.0,74.0,65.0,1.0,6.0,6.0,0.0,26.0,66.0,15.0
718,2020-12-19,10.0,120.0,32.0,21.0,43.0,35.0,7.0,2.0,0.0,0.0,30.0,15.0,15.0
719,2020-12-20,1.0,114.0,37.0,11.0,24.0,23.0,0.0,1.0,0.0,0.0,12.0,25.0,15.5
720,2020-12-21,8.0,105.0,50.0,18.0,32.0,33.0,2.0,6.0,0.0,0.0,25.0,25.0,17.0
721,2020-12-22,12.0,122.0,41.0,37.0,44.0,34.0,3.0,5.0,4.0,5.0,22.0,31.0,14.0
722,2020-12-23,11.0,133.0,70.0,30.0,30.0,40.0,9.0,13.0,1.0,2.0,30.0,57.0,15.0
723,2020-12-24,7.0,118.0,57.0,16.0,26.0,24.0,4.0,7.0,0.0,0.0,19.0,50.0,15.0
724,2020-12-25,3.0,63.0,34.0,5.0,15.0,18.0,0.0,2.0,2.0,1.0,12.0,18.0,15.0
725,2020-12-26,6.0,101.0,29.0,3.0,34.0,23.0,0.0,5.0,0.0,2.0,8.0,17.0,16.0
726,2020-12-27,5.0,66.0,35.0,18.0,22.0,11.0,0.0,3.0,5.0,0.0,14.0,10.0,16.0
727,2020-12-28,8.0,103.0,33.0,30.0,28.0,23.0,5.0,3.0,0.0,0.0,27.0,28.0,14.0
728,2020-12-29,2.0,81.0,21.0,14.0,28.0,5.0,0.0,9.0,1.0,4.0,6.0,16.0,14.0
729,2020-12-30,9.0,104.0,66.0,10.0,38.0,29.0,0.0,7.0,2.0,1.0,27.0,33.0,14.0
730,2020-12-31,2.0,108.0,42.0,22.0,22.0,19.0,2.0,6.0,7.0,0.0,20.0,23.0,15.0
731,2021-01-01,6.0,123.0,27.0,22.0,19.0,25.0,0.0,8.0,3.0,5.0,14.0,41.0,15.0
732,2021-01-02,5.0,72.0,25.0,28.0,30.0,35.0,8.0,4.0,1.0,0.0,28.0,35.0,12.0
733,2021-01-03,5.0,91.0,16.0,15.0,55.0,21.0,1.0,7.0,2.0,2.0,24.0,42.0,14.0
734,2021-01-04,10.0,130.0,6.0,14.0,51.0,30.0,10.0,0.0,2.0,0.0,41.0,42.0,15.0
735,2021-01-05,7.0,116.0,5.0,13.0,28.0,34.0,0.0,6.0,0.0,2.0,44.0,36.0,15.0
736,2021-01-06,10.0,154.0,15.0,10.0,101.0,46.0,4.0,8.0,2.0,1.0,43.0,59.0,15.0
737,2021-01-07,19.0,184.0,27.0,23.0,56.0,47.0,0.0,11.0,0.0,1.0,42.0,47.0,15.0
738,2021-01-08,9.0,206.0,64.0,28.0,54.0,38.0,2.0,11.0,2.0,0.0,39.0,54.0,15.0
739,2021-01-09,9.0,131.0,24.0,18.0,59.0,48.0,8.0,11.0,2.0,0.0,32.0,60.0,14.0
740,2021-01-10,17.0,161.0,52.0,36.0,76.0,47.0,1.0,19.0,6.0,2.0,57.0,51.0,14.0
741,2021-01-11,5.0,136.0,63.0,33.0,51.0,49.0,1.0,6.0,4.0,0.0,17.0,38.0,14.0
742,2021-01-12,8.0,118.0,50.0,41.0,59.0,30.0,5.0,16.0,2.0,2.0,34.0,35.0,14.0
743,2021-01-13,9.0,84.0,51.0,27.0,46.0,22.0,2.0,4.0,0.0,3.0,41.0,44.0,14.0
744,2021-01-14,7.0,82.0,19.0,32.0,36.0,31.0,2.0,8.0,0.0,2.0,38.0,24.0,15.0
745,2021-01-15,6.0,118.0,59.0,20.0,62.0,49.0,0.0,10.0,2.0,3.0,13.0,46.0,14.0
746,2021-01-16,8.0,117.0,22.0,33.0,41.0,20.0,6.0,2.0,3.0,0.0,6.0,18.0,13.0
747,2021-01-17,4.0,84.0,19.0,18.0,36.0,16.0,0.0,0.0,0.0,0.0,10.0,13.0,15.0
748,2021-01-18,5.0,98.0,38.0,33.0,41.0,32.0,0.0,4.0,0.0,0.0,42.0,29.0,13.0
749,2021-01-19,7.0,87.0,11.0,33.0,47.0,45.0,0.0,0.0,8.0,2.0,38.0,40.0,14.0
750,2021-01-20,4.0,77.0,40.0,29.0,33.0,28.0,0.0,5.0,3.0,0.0,15.0,19.0,14.0
751,2021-01-21,5.0,86.0,32.0,32.0,14.0,20.0,8.0,13.0,2.0,0.0,19.0,28.0,14.0
752,2021-01-22,9.0,119.0,34.0,69.0,50.0,33.0,2.0,0.0,0.0,0.0,29.0,35.0,15.0
753,2021-01-23,7.0,142.0,30.0,19.0,36.0,23.0,0.0,3.0,2.0,4.0,30.0,36.0,14.0
754,2021-01-24,8.0,156.0,21.0,36.0,28.0,58.0,2.0,7.0,0.0,0.0,23.0,54.0,15.0
755,2021-01-25,8.0,98.0,22.0,33.0,41.0,37.0,2.0,4.0,2.0,0.0,17.0,25.0,13.0
756,2021-01-26,7.0,81.0,14.0,49.0,37.0,31.0,4.0,2.0,0.0,0.0,41.0,32.0,11.5
757,2021-01-27,8.0,84.0,22.0,32.0,39.0,23.0,5.0,6.0,4.0,5.0,36.0,28.0,13.0
758,2021-01-28,5.0,82.0,28.0,20.0,23.0,42.0,5.0,7.0,0.0,0.0,26.0,36.0,14.0
759,2021-01-29,6.0,97.0,32.0,31.0,39.0,21.0,7.0,4.0,3.0,0.0,39.0,37.0,14.0
760,2021-01-30,8.0,129.0,41.0,30.0,28.0,39.0,0.0,5.0,0.0,0.0,20.0,19.0,14.0
761,2021-01-31,6.0,101.0,19.0,18.0,36.0,25.0,3.0,4.0,0.0,0.0,23.0,42.0,14.0
762,2021-02-01,4.0,104.0,25.0,10.0,30.0,17.0,4.0,6.0,8.0,0.0,29.0,32.0,15.0
763,2021-02-02,4.0,66.0,24.0,19.0,25.0,29.0,2.0,6.0,5.0,0.0,13.0,20.0,13.0
764,2021-02-03,1.0,73.0,10.0,16.0,44.0,20.0,8.0,4.0,2.0,2.0,19.0,24.0,14.0
765,2021-02-04,10.0,152.0,18.0,11.0,38.0,48.0,2.0,2.0,2.0,2.0,41.0,46.0,16.0
766,2021-02-05,5.0,114.0,9.0,11.0,10.0,23.0,2.0,5.0,0.0,0.0,11.0,17.0,16.0
767,2021-02-06,11.0,154.0,5.0,24.0,58.0,54.0,7.0,11.0,0.0,0.0,46.0,40.0,14.0
768,2021-02-07,16.0,208.0,20.0,15.0,63.0,65.0,9.0,7.0,6.0,6.0,36.0,94.0,15.0
769,2021-02-08,7.0,160.0,24.0,13.0,44.0,48.0,2.0,8.0,6.0,0.0,56.0,71.0,14.0
770,2021-02-09,7.0,141.0,25.0,24.0,58.0,52.0,3.0,11.0,3.0,0.0,26.0,70.0,15.0
771,2021-02-10,15.0,239.0,46.0,27.0,72.0,63.0,9.0,15.0,1.0,0.0,39.0,57.0,14.0
772,2021-02-11,4.0,129.0,54.0,28.0,64.0,30.0,5.0,8.0,2.0,2.0,28.0,30.0,15.0
773,2021-02-12,11.0,124.0,64.0,46.0,47.0,47.0,4.0,7.0,11.0,0.0,25.0,27.0,14.0
774,2021-02-13,9.0,126.0,27.0,2.0,28.0,32.0,0.0,4.0,6.0,0.0,25.0,48.0,15.0
775,2021-02-14,8.0,87.0,16.0,8.0,29.0,16.0,7.0,4.0,1.0,0.0,10.0,27.0,15.0
776,2021-02-15,3.0,76.0,12.0,21.0,26.0,16.0,2.0,3.0,2.0,3.0,34.0,17.0,12.0
777,2021-02-16,11.0,75.0,34.0,21.0,41.0,29.0,0.0,0.0,0.0,0.0,28.0,22.0,15.0
778,2021-02-17,8.0,79.0,10.0,24.0,34.0,28.0,0.0,2.0,2.0,6.0,28.0,32.0,14.0
779,2021-02-18,4.0,90.0,10.0,11.0,37.0,26.0,3.0,8.0,0.0,0.0,22.0,37.0,14.0
780,2021-02-19,16.0,113.0,25.0,28.0,50.0,29.0,4.0,9.0,2.0,0.0,22.0,59.0,15.0
781,2021-02-20,9.0,162.0,22.0,23.0,50.0,36.0,4.0,6.0,10.0,0.0,39.0,54.0,14.0
782,2021-02-21,6.0,160.0,25.0,12.0,21.0,45.0,4.0,4.0,6.0,3.0,28.0,74.0,14.0
783,2021-02-22,4.0,64.0,13.0,10.0,32.0,15.0,0.0,3.0,4.0,3.0,10.0,14.0,13.0
784,2021-02-23,6.0,101.0,22.0,14.0,45.0,32.0,6.0,4.0,0.0,0.0,23.0,27.0,15.0
785,2021-02-24,4.0,92.0,11.0,11.0,50.0,23.0,7.0,1.0,0.0,0.0,36.0,44.0,15.0
786,2021-02-25,6.0,91.0,21.0,20.0,40.0,36.0,2.0,4.0,0.0,0.0,36.0,32.0,14.0
787,2021-02-26,7.0,114.0,27.0,18.0,64.0,22.0,3.0,9.0,4.0,0.0,37.0,30.0,14.0
788,2021-02-27,8.0,227.0,38.0,22.0,61.0,41.0,13.0,6.0,0.0,3.0,32.0,61.0,16.0
789,2021-02-28,10.0,156.0,16.0,13.0,42.0,34.0,8.0,0.0,0.0,0.0,18.0,50.0,14.0
790,2021-03-01,5.0,95.0,44.0,15.0,26.0,20.0,0.0,2.0,0.0,0.0,16.0,12.0,15.0
791,2021-03-02,10.0,82.0,8.0,34.0,46.0,31.0,7.0,0.0,0.0,0.0,20.0,20.0,13.0
792,2021-03-03,3.0,79.0,7.0,19.0,27.0,27.0,3.0,9.0,5.0,0.0,23.0,13.0,14.0
793,2021-03-04,12.0,174.0,8.0,9.0,53.0,41.0,2.0,0.0,3.0,12.0,38.0,65.0,15.0
794,2021-03-05,2.0,112.0,6.0,10.0,52.0,30.0,0.0,10.0,0.0,4.0,41.0,34.0,14.0
795,2021-03-06,7.0,122.0,12.0,28.0,49.0,33.0,2.0,13.0,2.0,0.0,30.0,41.0,14.0
796,2021-03-07,14.0,277.0,43.0,22.0,55.0,61.0,4.0,19.0,12.0,0.0,52.0,90.0,15.0
797,2021-03-08,11.0,130.0,23.0,32.0,64.0,42.0,6.0,2.0,2.0,0.0,49.0,43.0,15.0
798,2021-03-09,12.0,184.0,41.0,25.0,81.0,61.0,2.0,9.0,1.0,2.0,28.0,76.0,15.0
799,2021-03-10,9.0,121.0,61.0,16.0,46.0,40.0,4.0,2.0,2.0,1.0,26.0,38.0,13.0
800,2021-03-11,6.0,116.0,52.0,44.0,57.0,31.0,3.0,6.0,9.0,0.0,18.0,50.0,15.0
801,2021-03-12,13.0,154.0,86.0,44.0,67.0,53.0,5.0,15.0,2.0,2.0,40.0,47.0,16.0
802,2021-03-13,6.0,140.0,21.0,16.0,50.0,12.0,3.0,7.0,4.0,0.0,35.0,39.0,14.0
803,2021-03-14,8.0,128.0,16.0,12.0,64.0,34.0,0.0,2.0,3.0,1.0,22.0,29.0,15.0
804,2021-03-15,4.0,81.0,14.0,10.0,37.0,40.0,2.0,2.0,1.0,2.0,33.0,36.0,13.0
805,2021-03-16,6.0,81.0,19.0,26.0,33.0,28.0,0.0,6.0,0.0,2.0,41.0,27.0,15.0
806,2021-03-17,4.0,114.0,21.0,20.0,36.0,42.0,2.0,7.0,2.0,0.0,31.0,39.0,14.0
807,2021-03-18,6.0,49.0,4.0,6.0,25.0,26.0,0.0,3.0,0.0,0.0,23.0,14.0,13.0
808,2021-03-19,9.0,98.0,15.0,12.0,45.0,38.0,5.0,5.0,5.0,0.0,47.0,30.0,13.0
809,2021-03-20,10.0,146.0,18.0,24.0,55.0,25.0,7.0,5.0,6.0,1.0,29.0,42.0,15.0
810,2021-03-21,5.0,107.0,32.0,6.0,28.0,13.0,1.0,0.0,0.0,0.0,18.0,37.0,14.5
811,2021-03-22,4.0,71.0,6.0,7.0,31.0,30.0,0.0,8.0,2.0,0.0,20.0,19.0,15.0
812,2021-03-23,9.0,113.0,13.0,23.0,43.0,46.0,0.0,6.0,6.0,0.0,39.0,26.0,13.0
813,2021-03-24,7.0,116.0,6.0,16.0,49.0,32.0,2.0,2.0,2.0,0.0,54.0,29.0,14.0
814,2021-03-25,6.0,120.0,13.0,17.0,41.0,25.0,2.0,0.0,0.0,0.0,37.0,36.0,14.0
815,2021-03-26,11.0,113.0,20.0,22.0,43.0,27.0,14.0,1.0,6.0,2.0,26.0,31.0,15.0
816,2021-03-27,13.0,175.0,29.0,10.0,46.0,53.0,5.0,22.0,0.0,0.0,28.0,65.0,15.0
817,2021-03-28,7.0,179.0,26.0,25.0,39.0,26.0,9.0,10.0,5.0,2.0,49.0,66.0,16.0
818,2021-03-29,5.0,111.0,10.0,9.0,39.0,36.0,4.0,11.0,0.0,2.0,35.0,30.0,15.0
819,2021-03-30,5.0,91.0,8.0,14.0,58.0,22.0,2.0,4.0,0.0,0.0,17.0,30.0,13.0
820,2021-03-31,6.0,127.0,1.0,20.0,54.0,17.0,6.0,1.0,4.0,2.0,34.0,45.0,15.0
821,2021-04-01,4.0,105.0,44.0,50.0,38.0,32.0,7.0,5.0,0.0,0.0,27.0,17.0,16.0
822,2021-04-02,6.0,58.0,24.0,31.0,34.0,10.0,2.0,5.0,5.0,2.0,28.0,14.0,13.0
823,2021-04-03,3.0,69.0,11.0,14.0,40.0,20.0,3.0,3.0,4.0,0.0,19.0,20.0,14.0
824,2021-04-04,5.0,154.0,7.0,14.0,34.0,27.0,8.0,4.0,3.0,0.0,25.0,54.0,15.0
825,2021-04-05,6.0,101.0,13.0,15.0,43.0,38.0,2.0,3.0,6.0,6.0,32.0,43.0,15.0
826,2021-04-06,13.0,150.0,23.0,25.0,64.0,73.0,6.0,3.0,5.0,2.0,65.0,58.0,15.0
827,2021-04-07,7.0,199.0,45.0,19.0,37.0,41.0,0.0,14.0,2.0,5.0,28.0,36.0,14.0
828,2021-04-08,5.0,88.0,30.0,25.0,49.0,43.0,4.0,0.0,0.0,2.0,16.0,41.0,14.0
829,2021-04-09,12.0,246.0,42.0,38.0,58.0,41.0,2.0,3.0,2.0,7.0,45.0,72.0,15.0
830,2021-04-10,9.0,129.0,11.0,16.0,71.0,50.0,6.0,6.0,0.0,4.0,28.0,32.0,12.0
831,2021-04-11,6.0,101.0,62.0,33.0,52.0,25.0,2.0,7.0,3.0,0.0,26.0,24.0,16.0
832,2021-04-12,12.0,230.0,125.0,34.0,44.0,58.0,2.0,3.0,3.0,4.0,31.0,67.0,14.0
833,2021-04-13,4.0,63.0,4.0,16.0,53.0,20.0,3.0,4.0,5.0,0.0,19.0,13.0,14.0
834,2021-04-14,11.0,85.0,12.0,20.0,29.0,35.0,0.0,6.0,2.0,0.0,31.0,27.0,15.0
835,2021-04-15,9.0,138.0,19.0,15.0,49.0,42.0,0.0,3.0,5.0,2.0,17.0,31.0,14.0
836,2021-04-16,10.0,101.0,21.0,10.0,51.0,28.0,6.0,6.0,0.0,3.0,39.0,38.0,16.0
837,2021-04-17,8.0,107.0,10.0,14.0,35.0,25.0,2.0,4.0,2.0,2.0,27.0,35.0,14.5
838,2021-04-18,8.0,110.0,11.0,13.0,14.0,46.0,3.0,6.0,0.0,0.0,27.0,39.0,17.0
839,2021-04-19,3.0,79.0,7.0,18.0,31.0,22.0,10.0,9.0,0.0,3.0,21.0,42.0,15.0
840,2021-04-20,9.0,117.0,7.0,13.0,28.0,54.0,4.0,5.0,0.0,1.0,47.0,29.0,16.0
841,2021-04-21,7.0,115.0,6.0,11.0,49.0,18.0,0.0,9.0,0.0,0.0,38.0,31.0,15.0
842,2021-04-22,10.0,115.0,5.0,4.0,42.0,22.0,0.0,2.0,0.0,0.0,29.0,26.0,16.0
843,2021-04-23,11.0,164.0,11.0,12.0,45.0,55.0,4.0,1.0,0.0,0.0,40.0,58.0,16.0
844,2021-04-24,14.0,205.0,40.0,8.0,51.0,26.0,3.0,3.0,5.0,0.0,38.0,76.0,15.0
845,2021-04-25,13.0,139.0,11.0,15.0,18.0,29.0,0.0,2.0,0.0,0.0,17.0,41.0,16.0
846,2021-04-26,4.0,95.0,10.0,3.0,46.0,18.0,2.0,1.0,2.0,0.0,21.0,27.0,16.0
847,2021-04-27,4.0,96.0,8.0,9.0,29.0,34.0,4.0,5.0,1.0,0.0,30.0,42.0,16.0
848,2021-04-28,5.0,84.0,9.0,7.0,39.0,29.0,4.0,4.0,2.0,0.0,17.0,28.0,14.0
849,2021-04-29,5.0,89.0,5.0,5.0,39.0,21.0,6.0,7.0,0.0,5.0,15.0,28.0,14.0
850,2021-04-30,7.0,114.0,9.0,18.0,41.0,24.0,2.0,13.0,9.0,4.0,33.0,26.0,15.0
851,2021-05-01,2.0,72.0,30.0,30.0,22.0,13.0,2.0,5.0,0.0,0.0,22.0,14.0,16.0
852,2021-05-02,2.0,92.0,15.0,20.0,36.0,37.0,4.0,2.0,5.0,2.0,37.0,36.0,13.0
853,2021-05-03,4.0,125.0,23.0,12.0,47.0,40.0,0.0,9.0,2.0,2.0,22.0,39.0,15.0
854,2021-05-04,5.0,74.0,6.0,3.0,19.0,23.0,0.0,0.0,0.0,0.0,18.0,20.0,16.0
855,2021-05-05,6.0,105.0,9.0,14.0,44.0,25.0,0.0,9.0,8.0,0.0,19.0,34.0,14.0
856,2021-05-06,9.0,217.0,24.0,29.0,54.0,52.0,0.0,6.0,0.0,0.0,73.0,57.0,16.0
857,2021-05-07,8.0,170.0,38.0,20.0,50.0,35.0,2.0,13.0,8.0,3.0,35.0,54.0,15.0
858,2021-05-08,9.0,116.0,9.0,13.0,55.0,22.0,3.0,0.0,4.0,0.0,52.0,43.0,14.0
859,2021-05-09,14.0,247.0,46.0,19.0,52.0,42.0,3.0,9.0,6.0,4.0,34.0,71.0,14.0
860,2021-05-10,6.0,119.0,40.0,34.0,53.0,46.0,2.0,2.0,1.0,0.0,32.0,30.0,14.0
861,2021-05-11,8.0,142.0,62.0,32.0,56.0,30.0,6.0,13.0,2.0,0.0,47.0,54.0,15.0
862,2021-05-12,10.0,189.0,104.0,13.0,55.0,36.0,2.0,17.0,0.0,0.0,33.0,33.0,16.0
863,2021-05-13,8.0,148.0,21.0,16.0,32.0,29.0,0.0,2.0,4.0,0.0,34.0,61.0,15.0
864,2021-05-14,8.0,139.0,11.0,12.0,44.0,47.0,4.0,5.0,2.0,5.0,35.0,39.0,15.0
865,2021-05-15,4.0,132.0,20.0,11.0,46.0,41.0,2.0,3.0,0.0,0.0,25.0,43.0,15.0
866,2021-05-16,8.0,155.0,25.0,17.0,39.0,25.0,3.0,15.0,0.0,0.0,15.0,33.0,16.0
867,2021-05-17,5.0,83.0,5.0,11.0,59.0,22.0,2.0,3.0,0.0,1.0,25.0,19.0,14.0
868,2021-05-18,5.0,112.0,7.0,22.0,46.0,28.0,3.0,8.0,0.0,3.0,31.0,44.0,14.0
869,2021-05-19,10.0,145.0,5.0,21.0,49.0,60.0,12.0,1.0,4.0,1.0,40.0,36.0,15.0
870,2021-05-20,8.0,139.0,9.0,29.0,55.0,29.0,2.0,2.0,0.0,0.0,38.0,34.0,14.0
871,2021-05-21,7.0,160.0,23.0,15.0,49.0,60.0,2.0,1.0,9.0,2.0,61.0,50.0,15.0
872,2021-05-22,5.0,200.0,22.0,23.0,59.0,31.0,7.0,6.0,3.0,0.0,40.0,49.0,16.0
873,2021-05-23,10.0,232.0,18.0,22.0,47.0,48.0,4.0,1.0,10.0,0.0,49.0,101.0,15.0
874,2021-05-24,6.0,132.0,9.0,25.0,18.0,21.0,3.0,0.0,6.0,0.0,29.0,56.0,16.0
875,2021-05-25,5.0,126.0,7.0,10.0,52.0,45.0,4.0,6.0,2.0,4.0,62.0,44.0,14.0
876,2021-05-26,9.0,143.0,16.0,17.0,84.0,29.0,2.0,17.0,5.0,0.0,28.0,31.0,13.0
877,2021-05-27,11.0,197.0,17.0,20.0,92.0,44.0,2.0,13.0,2.0,0.0,52.0,48.0,14.0
878,2021-05-28,8.0,179.0,30.0,25.0,72.0,70.0,6.0,0.0,9.0,0.0,40.0,75.0,16.0
879,2021-05-29,7.0,257.0,15.0,26.0,56.0,53.0,11.0,5.0,0.0,0.0,51.0,85.0,16.0
880,2021-05-30,11.0,253.0,17.0,23.0,49.0,66.0,3.0,9.0,15.0,3.0,50.0,76.0,15.0
881,2021-05-31,7.0,175.0,7.0,15.0,50.0,23.0,2.0,7.0,0.0,2.0,25.0,28.0,15.0
882,2021-06-01,6.0,84.0,34.0,33.0,34.0,30.0,4.0,3.0,0.0,0.0,29.0,25.0,14.0
883,2021-06-02,6.0,120.0,20.0,38.0,42.0,24.0,0.0,2.0,0.0,6.0,24.0,35.0,15.0
884,2021-06-03,12.0,159.0,16.0,24.0,41.0,25.0,2.0,9.0,5.0,0.0,19.0,47.0,16.0
885,2021-06-04,2.0,69.0,9.0,12.0,18.0,25.0,2.0,5.0,5.0,2.0,14.0,17.0,14.0
886,2021-06-05,7.0,114.0,8.0,15.0,57.0,44.0,9.0,12.0,7.0,0.0,42.0,46.0,14.0
887,2021-06-06,11.0,254.0,26.0,27.0,83.0,64.0,4.0,0.0,8.0,4.0,52.0,91.0,15.0
888,2021-06-07,8.0,149.0,17.0,29.0,73.0,46.0,4.0,4.0,0.0,0.0,49.0,41.0,15.0
889,2021-06-08,9.0,176.0,42.0,20.0,78.0,48.0,4.0,4.0,4.0,2.0,72.0,60.0,15.0
890,2021-06-09,10.0,135.0,10.0,19.0,88.0,29.0,5.0,2.0,2.0,2.0,20.0,33.0,14.0
891,2021-06-10,15.0,140.0,41.0,48.0,69.0,57.0,6.0,17.0,0.0,0.0,32.0,64.0,15.0
892,2021-06-11,12.0,165.0,71.0,30.0,62.0,40.0,9.0,8.0,8.0,1.0,30.0,35.0,14.0
893,2021-06-12,11.0,112.0,56.0,51.0,60.0,59.0,3.0,2.0,2.0,4.0,28.0,49.0,13.5
894,2021-06-13,11.0,299.0,27.0,29.0,87.0,57.0,6.0,9.0,6.0,5.0,57.0,80.0,15.0
895,2021-06-14,10.0,169.0,28.0,19.0,62.0,73.0,6.0,10.0,4.0,0.0,57.0,54.0,14.0
896,2021-06-15,12.0,177.0,17.0,30.0,73.0,48.0,13.0,2.0,4.0,2.0,43.0,80.0,15.0
